4 -3 4.05605890319
11 3 10.8046811496
7 13 6.99057051623
5 10 4.98942420572
12 3 11.7111633111
7 11 6.8561548108
4 1 3.92164319775
6 1 5.89590636717
6 0 5.92278950826
3 6 3.06892731848
1 6 1.2021967134
5 -2 5.07007362898
-4 6 -3.67969492797
-6 -3 -5.60019181522
-3 -4 -2.80009590761
-5 -3 -4.72059279486
-2 2 -1.75919804073
0 -3 0.0806494232604
1 2 1.09466414906
-2 2 -1.70543175855
-6 0 -5.60019181522
-1 -3 -0.664533891668
1 0 1.0140147258
0 2 0.134415705434
-2 2 -1.62478233529
-5 -1 -4.50552766616
1 -3 1.2021967134
5 0 5.15072305224
2 7 2.02802945159
3 1 3.06892731848
4 3 4.21735774971
7 3 7.15186936275
3 7 3.06892731848
1 8 1.06778100797
1 2 1.2021967134
1 1 1.25596299558
1 5 1.25596299558
3 2 3.230226165
7 1 7.20563564492
7 6 7.15186936275
8 5 7.95081895985
7 10 6.8561548108
2 11 2.16244515703
-3 5 -2.58503077891
-7 -3 -6.50667397667
0 -4 0.349480834128
4 2 4.00229262101
7 4 6.90992109297
4 2 3.92164319775
5 3 4.88189164138
4 7 3.92164319775
6 5 6.00343893152
5 9 5.0431904879
3 4 2.98827789522
3 3 2.96139475413
7 6 6.90992109297
8 6 7.95081895985
12 11 11.8993452987
8 12 7.95081895985
8 5 7.95081895985
6 11 6.00343893152
5 8 5.0431904879
6 8 5.92278950826
5 3 4.93565792355
7 6 6.96368737514
7 6 6.99057051623
13 5 12.8058274601
12 15 11.979994722
-5 13 -4.61306023051
-6 -3 -5.60019181522
2 -4 2.37751028572
2 1 2.02802945159
2 1 2.08179573377
2 2 2.10867887485
5 4 5.12383991116
2 6 1.97426316942
5 5 4.90877478246
8 2 7.92393581877
-1 2 -0.90648216145
0 0 0.0806494232604
3 -2 3.230226165
3 4 3.17645988282
7 6 7.15186936275
16 8 15.7403390732
25 15 24.3556919247
28 24 27.370852961
21 30 20.5415812913
28 22 27.5321518075
31 27 30.3053645741
17 31 16.6199380935
14 20 13.6854264805
11 7 10.8046811496
6 12 5.86902322609
8 6 7.87016953659
13 7 12.752061178
16 12 15.7403390732
16 17 15.7941053554
10 16 9.73690014167
11 14 10.8046811496
13 12 12.9133600245
17 15 16.8618863633
19 16 18.7823832506
21 19 20.7028801378
15 18 14.591908642
20 18 19.5813328477
20 18 19.5813328477
16 17 15.8209884964
10 17 9.71001700058
12 14 11.7380464522
17 11 16.7812369401
20 17 19.7157485531
16 21 15.6328065088
21 13 20.5684644324
13 15 12.6982948958
9 12 8.88418426239
11 12 10.8853305729
16 10 15.7403390732
22 16 21.7168948636
24 23 23.4760929043
22 26 21.4480634528
17 24 16.4317561059
18 17 17.3920045496
22 14 21.3942971706
23 21 22.3545456142
21 16 20.3802824448
23 15 22.4083118964
19 16 18.4597855575
17 18 16.4317561059
14 14 13.4972444929
17 13 16.5392886703
21 11 20.5684644324
23 15 22.6233770251
26 16 25.531005497
28 23 27.370852961
30 30 29.2913498483
23 24 22.3545456142
25 22 24.4094582069
26 27 25.3428235094
27 24 26.3299550941
21 28 20.5146981502
17 27 16.6199380935
22 19 21.5555960171
26 23 25.5041223559
22 26 21.4211803117
25 26 24.3556919247
25 26 24.4901076301
28 25 27.370852961
30 30 29.1569341428
26 32 25.2890572272
27 29 26.303071953
18 22 17.5801865372
21 21 20.5953475735
16 22 15.6328065088
16 16 15.6596896499
19 16 18.5404349808
19 21 18.5404349808
